"","correlation","pvalue","tumor","stage","process"
"regulation of vesicle fusion47","0.330477852728902","0.00188554949557185","LIHC","II","regulation of vesicle fusion"
"coated vesicle39","0.139328033237111","0.014720680496318","OV","IIIC","coated vesicle"
"endocytic vesicle39","0.157956060087302","0.00561942599899146","OV","IIIC","endocytic vesicle"
"phagocytic vesicle39","0.15900686541504","0.00530577057010273","OV","IIIC","phagocytic vesicle"
"secretory vesicle39","0.153486891632821","0.00714750527458685","OV","IIIC","secretory vesicle"
"vesicle cytoskeletal trafficking39","0.0748440178121764","0.191651414584588","OV","IIIC","vesicle cytoskeletal trafficking"
"exocytosis39","0.223733793191544","7.88446677870702e-05","OV","IIIC","exocytosis"
"endocytosis39","0.176423262208178","0.00194929674116717","OV","IIIC","endocytosis"
"secretion39","0.193746263390282","0.000655249761009724","OV","IIIC","secretion"
"intracellular transport39","0.0789567752128886","0.168302590108951","OV","IIIC","intracellular transport"
"intracellular protein transport39","0.0900310655580649","0.116032181634521","OV","IIIC","intracellular protein transport"
"transport along microtubule39","0.0161174439338399","0.778860370558938","OV","IIIC","transport along microtubule"
"vesicle lumen39","0.089659158371524","0.117552548647226","OV","IIIC","vesicle lumen"
"vesicle membrane39","0.174642463382534","0.00216878634871187","OV","IIIC","vesicle membrane"
"vesicle organization39","0.137241081085609","0.0162927529093562","OV","IIIC","vesicle organization"
"vesicle targeting39","0.0123703115036798","0.82936605230881","OV","IIIC","vesicle targeting"
"vesicle docking39","0.212390624002044","0.000181905538464644","OV","IIIC","vesicle docking"
"clathrin coated vesicle39","0.126727164406639","0.0266441675138251","OV","IIIC","clathrin coated vesicle"
"copi coated vesicle39","0.110065471160964","0.0544390138908057","OV","IIIC","copi coated vesicle"
"vesicle tethering39","-0.0159218576093865","0.781475700502478","OV","IIIC","vesicle tethering"
"intercellular transport39","0.057105552746009","0.319413627783186","OV","IIIC","intercellular transport"
"regulation of vesicle fusion39","0.0659186641495921","0.250293330010506","OV","IIIC","regulation of vesicle fusion"
"coated vesicle114","0.0335164835164835","0.792611426079661","OV","IV","coated vesicle"
"endocytic vesicle114","0.119230769230769","0.348039010954659","OV","IV","endocytic vesicle"
"phagocytic vesicle114","0.0731227106227106","0.565817754058088","OV","IV","phagocytic vesicle"
"secretory vesicle114","0.0495421245421245","0.697450443831662","OV","IV","secretory vesicle"
"vesicle cytoskeletal trafficking114","-0.00989010989010989","0.938175407350399","OV","IV","vesicle cytoskeletal trafficking"
"exocytosis114","0.0920787545787546","0.469279955691779","OV","IV","exocytosis"
"endocytosis114","0.108150183150183","0.394964919346271","OV","IV","endocytosis"
"secretion114","0.0745879120879121","0.558037051030264","OV","IV","secretion"
"intracellular transport114","-0.104349816849817","0.411880427604639","OV","IV","intracellular transport"
"intracellular protein transport114","-0.113369963369963","0.372411880020694","OV","IV","intracellular protein transport"
"transport along microtubule114","-0.114239926739927","0.368730255587228","OV","IV","transport along microtubule"
"vesicle lumen114","0.00595238095238095","0.962767546226181","OV","IV","vesicle lumen"
"vesicle membrane114","0.0884157509157509","0.487213484593604","OV","IV","vesicle membrane"
"vesicle organization114","0.00407509157509158","0.974505291471806","OV","IV","vesicle organization"
"vesicle targeting114","-0.0784798534798535","0.537619659369085","OV","IV","vesicle targeting"
"vesicle docking114","0.0440018315018315","0.729910931936842","OV","IV","vesicle docking"
"clathrin coated vesicle114","-0.0145604395604396","0.909084219670221","OV","IV","clathrin coated vesicle"
"copi coated vesicle114","-0.080540293040293","0.526960721491849","OV","IV","copi coated vesicle"
"vesicle tethering114","-0.181456043956044","0.151292596928171","OV","IV","vesicle tethering"
"intercellular transport114","0.0410714285714286","0.74727728027505","OV","IV","intercellular transport"
"regulation of vesicle fusion114","0.163598901098901","0.196454552673621","OV","IV","regulation of vesicle fusion"
"coated vesicle211","0.149509803921569","0.566830730716329","OV","IIIB","coated vesicle"
"endocytic vesicle211","0.25","0.333170135915476","OV","IIIB","endocytic vesicle"
"phagocytic vesicle211","0.318627450980392","0.212591592370428","OV","IIIB","phagocytic vesicle"
"secretory vesicle211","0.281862745098039","0.273059897379955","OV","IIIB","secretory vesicle"
"vesicle cytoskeletal trafficking211","-0.0416666666666667","0.873843532782525","OV","IIIB","vesicle cytoskeletal trafficking"
"exocytosis211","0.286764705882353","0.264446347071011","OV","IIIB","exocytosis"
"endocytosis211","0.286764705882353","0.264446347071011","OV","IIIB","endocytosis"
"secretion211","0.276960784313726","0.281843162514077","OV","IIIB","secretion"
"intracellular transport211","0.17156862745098","0.510266309871795","OV","IIIB","intracellular transport"
"intracellular protein transport211","0.147058823529412","0.573277290866","OV","IIIB","intracellular protein transport"
"transport along microtubule211","0.00980392156862745","0.970210571395858","OV","IIIB","transport along microtubule"
"vesicle lumen211","0.188725490196078","0.468192284279852","OV","IIIB","vesicle lumen"
"vesicle membrane211","0.281862745098039","0.273059897379955","OV","IIIB","vesicle membrane"
"vesicle organization211","0.257352941176471","0.318667647645399","OV","IIIB","vesicle organization"
"vesicle targeting211","0.240196078431373","0.353088659052001","OV","IIIB","vesicle targeting"
"vesicle docking211","0.318627450980392","0.212591592370428","OV","IIIB","vesicle docking"
"clathrin coated vesicle211","0.115196078431373","0.659750043107423","OV","IIIB","clathrin coated vesicle"
"copi coated vesicle211","0.102941176470588","0.694204783099318","OV","IIIB","copi coated vesicle"
"vesicle tethering211","-0.0465686274509804","0.859133376284092","OV","IIIB","vesicle tethering"
"intercellular transport211","0.0367647058823529","0.888592867568345","OV","IIIB","intercellular transport"
"regulation of vesicle fusion211","0.188725490196078","0.468192284279852","OV","IIIB","regulation of vesicle fusion"
"coated vesicle310","0.164705882352941","0.542148135201078","OV","IIC","coated vesicle"
"endocytic vesicle310","0.244117647058824","0.36221349614195","OV","IIC","endocytic vesicle"
"phagocytic vesicle310","0.185294117647059","0.492057050205944","OV","IIC","phagocytic vesicle"
"secretory vesicle310","0.182352941176471","0.4990748572458","OV","IIC","secretory vesicle"
"vesicle cytoskeletal trafficking310","0.288235294117647","0.278984459737083","OV","IIC","vesicle cytoskeletal trafficking"
"exocytosis310","0.391176470588235","0.134071286197255","OV","IIC","exocytosis"
"endocytosis310","0.344117647058824","0.191855631425543","OV","IIC","endocytosis"
"secretion310","0.335294117647059","0.204254580845515","OV","IIC","secretion"
"intracellular transport310","0.208823529411765","0.4376585109498","OV","IIC","intracellular transport"
"intracellular protein transport310","0.311764705882353","0.239800047674113","OV","IIC","intracellular protein transport"
"transport along microtubule310","0.297058823529412","0.263863014613523","OV","IIC","transport along microtubule"
"vesicle lumen310","0.164705882352941","0.542148135201078","OV","IIC","vesicle lumen"
"vesicle membrane310","0.232352941176471","0.386511349907985","OV","IIC","vesicle membrane"
"vesicle organization310","0.191176470588235","0.478164012817028","OV","IIC","vesicle organization"
"vesicle targeting310","-0.05","0.854099552129744","OV","IIC","vesicle targeting"
"vesicle docking310","0.267647058823529","0.316254418548309","OV","IIC","vesicle docking"
"clathrin coated vesicle310","0.132352941176471","0.625106429151613","OV","IIC","clathrin coated vesicle"
"copi coated vesicle310","0.144117647058824","0.594378288173693","OV","IIC","copi coated vesicle"
"vesicle tethering310","-0.458823529411765","0.0738355344954811","OV","IIC","vesicle tethering"
"intercellular transport310","0.232352941176471","0.386511349907985","OV","IIC","intercellular transport"
"regulation of vesicle fusion310","0.441176470588235","0.0871536362605108","OV","IIC","regulation of vesicle fusion"
"coated vesicle48","0.214285714285714","0.64451158102072","OV","IIIA","coated vesicle"
"endocytic vesicle48","0.0357142857142857","0.939408205471286","OV","IIIA","endocytic vesicle"
"phagocytic vesicle48","-0.142857142857143","0.759945300218093","OV","IIIA","phagocytic vesicle"
"secretory vesicle48","-0.357142857142857","0.431611352038328","OV","IIIA","secretory vesicle"
"vesicle cytoskeletal trafficking48","0.464285714285714","0.293934107600252","OV","IIIA","vesicle cytoskeletal trafficking"
"exocytosis48","0.0714285714285714","0.879048193148154","OV","IIIA","exocytosis"
"endocytosis48","-0.142857142857143","0.759945300218093","OV","IIIA","endocytosis"
"secretion48","-0.178571428571429","0.701657942516273","OV","IIIA","secretion"
"intracellular transport48","0.142857142857143","0.759945300218093","OV","IIIA","intracellular transport"
"intracellular protein transport48","0.107142857142857","0.819150855569991","OV","IIIA","intracellular protein transport"
"transport along microtubule48","0.678571428571429","0.0937502539598314","OV","IIIA","transport along microtubule"
"vesicle lumen48","-0.25","0.588724448089683","OV","IIIA","vesicle lumen"
"vesicle membrane48","-0.178571428571429","0.701657942516273","OV","IIIA","vesicle membrane"
"vesicle organization48","0.214285714285714","0.64451158102072","OV","IIIA","vesicle organization"
"vesicle targeting48","0.107142857142857","0.819150855569991","OV","IIIA","vesicle targeting"
"vesicle docking48","0.428571428571429","0.337368311085824","OV","IIIA","vesicle docking"
"clathrin coated vesicle48","0.392857142857143","0.383316870426972","OV","IIIA","clathrin coated vesicle"
"copi coated vesicle48","-0.142857142857143","0.759945300218093","OV","IIIA","copi coated vesicle"
"vesicle tethering48","-0.0714285714285714","0.879048193148154","OV","IIIA","vesicle tethering"
"intercellular transport48","0","1","OV","IIIA","intercellular transport"
"regulation of vesicle fusion48","-0.571428571428571","0.180201988911528","OV","IIIA","regulation of vesicle fusion"
"coated vesicle56","0.9","0.0373860734684985","OV","IIB","coated vesicle"
"endocytic vesicle56","0.8","0.104088038661828","OV","IIB","endocytic vesicle"
"phagocytic vesicle56","0.8","0.104088038661828","OV","IIB","phagocytic vesicle"
"secretory vesicle56","0.5","0.39100221895577","OV","IIB","secretory vesicle"
"vesicle cytoskeletal trafficking56","0.8","0.104088038661828","OV","IIB","vesicle cytoskeletal trafficking"
"exocytosis56","0.8","0.104088038661828","OV","IIB","exocytosis"
"endocytosis56","0.9","0.0373860734684985","OV","IIB","endocytosis"
"secretion56","0.5","0.39100221895577","OV","IIB","secretion"
"intracellular transport56","0.6","0.284756979865294","OV","IIB","intracellular transport"
"intracellular protein transport56","0.6","0.284756979865294","OV","IIB","intracellular protein transport"
"transport along microtubule56","0.2","0.747060078104662","OV","IIB","transport along microtubule"
"vesicle lumen56","0.3","0.623837664781073","OV","IIB","vesicle lumen"
"vesicle membrane56","0.8","0.104088038661828","OV","IIB","vesicle membrane"
"vesicle organization56","0.9","0.0373860734684985","OV","IIB","vesicle organization"
"vesicle targeting56","0","1","OV","IIB","vesicle targeting"
"vesicle docking56","0.8","0.104088038661828","OV","IIB","vesicle docking"
"clathrin coated vesicle56","0.9","0.0373860734684985","OV","IIB","clathrin coated vesicle"
"copi coated vesicle56","-0.3","0.623837664781073","OV","IIB","copi coated vesicle"
"vesicle tethering56","0.2","0.747060078104662","OV","IIB","vesicle tethering"
"intercellular transport56","-0.1","0.872888571569538","OV","IIB","intercellular transport"
"regulation of vesicle fusion56","0.3","0.623837664781073","OV","IIB","regulation of vesicle fusion"
"coated vesicle40","0.446360917248255","3.61883638611005e-07","PAAD","IIB","coated vesicle"
"endocytic vesicle40","0.488363480985615","1.75765233478842e-08","PAAD","IIB","endocytic vesicle"
"phagocytic vesicle40","0.471578122774534","6.18181261735629e-08","PAAD","IIB","phagocytic vesicle"
"secretory vesicle40","0.44067084460903","5.288893833999e-07","PAAD","IIB","secretory vesicle"
"vesicle cytoskeletal trafficking40","0.388420452926934","1.27063914234782e-05","PAAD","IIB","vesicle cytoskeletal trafficking"
"exocytosis40","0.493939609742202","1.1399917898558e-08","PAAD","IIB","exocytosis"
"endocytosis40","0.547977496083179","1.11717524120536e-10","PAAD","IIB","endocytosis"
"secretion40","0.441112377154252","5.13669828228203e-07","PAAD","IIB","secretion"
"intracellular transport40","0.408374875373878","4.01746581313311e-06","PAAD","IIB","intracellular transport"
"intracellular protein transport40","0.401908560034183","5.88233778886504e-06","PAAD","IIB","intracellular protein transport"
"transport along microtubule40","0.510903005269905","2.90897039789684e-09","PAAD","IIB","transport along microtubule"
"vesicle lumen40","0.336355220054123","0.000183982132667015","PAAD","IIB","vesicle lumen"
"vesicle membrane40","0.482089445947871","2.83480363627575e-08","PAAD","IIB","vesicle membrane"
"vesicle organization40","0.466229881783222","9.10083111094195e-08","PAAD","IIB","vesicle organization"
"vesicle targeting40","0.222667711152258","0.0149322094078603","PAAD","IIB","vesicle targeting"
"vesicle docking40","0.489467312348668","1.61427360367838e-08","PAAD","IIB","vesicle docking"
"clathrin coated vesicle40","0.469548497365048","7.16465740069339e-08","PAAD","IIB","clathrin coated vesicle"
"copi coated vesicle40","0.179169633955277","0.0512134638698301","PAAD","IIB","copi coated vesicle"
"vesicle tethering40","0.361009827659877","5.49575870121277e-05","PAAD","IIB","vesicle tethering"
"intercellular transport40","0.166707021791768","0.0699760238092928","PAAD","IIB","intercellular transport"
"regulation of vesicle fusion40","0.38290841760433","1.72402951732487e-05","PAAD","IIB","regulation of vesicle fusion"
"coated vesicle115","0.31143951833607","0.106687599791724","PAAD","IIA","coated vesicle"
"endocytic vesicle115","0.360700602079912","0.0593395047797034","PAAD","IIA","endocytic vesicle"
"phagocytic vesicle115","0.285714285714286","0.140521137309725","PAAD","IIA","phagocytic vesicle"
